"Year","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037"
"ag253",2,2,2,2,2,2,2,7.5,7.5,7.5,7.5,7.5,7.5,11,11,11,11,12,12,12
"ag254",1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,9,9,9,9,9,10.5,10.5
"ag255",2.5,2.5,2.5,2.5,2.5,2.5,2.5,9,9,9,9,9,9,14.5,14.5,14.5,14.5,17.5,17.5,17.5
"ag256",1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,9,9,9,9,9,11.5,11.5
"ag257",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5,5.5,5.5,5.5,7,7,7,7
"ag258",0,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,5,5,5,5
"ag259",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3,3
"ag260",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5
"ag261",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,3,3,3,3,3,4,4
"ag262",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5,6.5,9.5,9.5,9.5,9.5,9.5
"ag263",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5
"ag264",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,2
"ag267",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5,6.5,9.5,9.5,9.5,9.5,11.5
"ag268",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4,4,4
"ag269",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5,5,5,6,6,6,6
"ag270",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,5.5,5.5,5.5,5.5,5.5,6.5,6.5
"ag271",1,1,1,1,1,1,1,1,4,4,4,4,4,4,5.5,5.5,5.5,5.5,6.5,6.5
"ag272",1,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,4.5
"ag273",1,1,1,1,1,1,1,1,3,3,3,3,3,3,4.5,4.5,4.5,4.5,4.5,4.5
"ag274",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5,6.5,8.5,8.5,8.5,8.5
"ag276",1,1,1,1,1,1,1,6,6,6,6,6,6,9.5,9.5,9.5,9.5,9.5,11,11
"ag277",1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,4.5,4.5,4.5,4.5
"ag278",0,0,1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4
"ag279",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,7,7,7,7,7,7,10.5
"ag280",0,0,0,1,1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5,5.5,9.5,9.5,9.5
"ag281",0,1,1,1,1,1,1,1,1,1,1,1,6.5,6.5,6.5,6.5,6.5,6.5,8.5,8.5
"ag282",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4,4,4,4
"ag283",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,2.5,2.5,2.5
"ag284",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5
"ag285",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5,2.5,4,4,4,4,4,5,5
"ag286",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5,5,7,7,7,7,7,8.5
"ag287",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,6.5,6.5,6.5,6.5,7.5,7.5,7.5
"ag288",1,1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,4.5,4.5
"ag289",1,1,1,1,1,1,1,1,6,6,6,6,6,6,8,8,8,8,9.5,9.5
"ag290",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,6.5,6.5,6.5,6.5,6.5,8
"ag291",1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,5,5
"ag292",0,0,0,0,0,0,1,1,1,1,1,1,1,2.5,2.5,2.5,2.5,2.5,2.5,4
"ag293",2,2,2,2,2,2,2,2,7.5,7.5,7.5,7.5,7.5,7.5,10.5,10.5,10.5,10.5,10.5,10.5
"ag294",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6,8.5,8.5,8.5,8.5,10,10,10,10
"ag295",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3,3,4,4,4
"ag296",0,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2.5,2.5,2.5,2.5,3.5,3.5,3.5
"ag297",1,1,1,1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5,4.5,5.5,5.5,5.5
"ag298",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2,2,3,3,3,3,3,3.5,3.5
"ag299",2.5,2.5,2.5,2.5,2.5,2.5,2.5,6.5,6.5,6.5,6.5,6.5,6.5,9,9,9,9,9,12.5,12.5
