"Year","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"ag043",0,1,1,1,1,1,1,1,1,1,3,3
"ag044",0,0,1,1,1,1,1,1,1,1,1,3
"ag045",0,0,0,1,1,1,1,1,1,1,1,1
"ag046",2,2,2,2,2,2,2,6.5,6.5,6.5,6.5,6.5
"ag047",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag048",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4
"ag049",1,1,1,1,1,1,1,1,1,4,4,4
"ag050",0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,2.5
"ag051",0,1,1,1,1,1,1,1,1,1,4.5,4.5
"ag052",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5
"ag053",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3
"ag054",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag055",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5
"ag056",0,2,2,2,2,2,2,2,2,8.5,8.5,8.5
"ag058",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5
"ag059",1,1,1,1,1,1,1,1,1,4,4,4
"ag060",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2
"ag062",3.5,3.5,3.5,3.5,3.5,3.5,3.5,7,7,7,7,7
"ag063",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7,7
"ag064",0,0,0,1,1,1,1,1,1,1,3.5,3.5
"ag065",1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5
"ag066",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
"ag067",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag068",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.5,5.5
"ag069",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag070",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6
"ag071",0,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag072",0,0,0,1,1,1,1,1,1,1,1,3.5
"ag073",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag074",0,1,1,1,1,1,1,1,1,1,4,4
"ag075",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5
"ag076",0,1,1,1,1,1,1,1,1,1,1,1
"ag077",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag078",1,1,1,1,1,1,1,1,4,4,4,4
"ag080",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag081",0,0,0,0,0,0,0,0,2,2,2,2
"ag082",2,2,2,2,2,2,2,2,7,7,7,7
"ag083",0,0,0,0,0,0,0,0,2,2,2,2
"ag084",2,2,2,2,2,2,2,2,7,7,7,7
"ag085",0,0,0,1,1,1,1,1,1,4.5,4.5,4.5
"ag086",1,1,1,1,1,1,1,1,1,1,4,4
"ag087",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5
"ag088",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
"ag089",0,2,2,2,2,2,2,2,2,7,7,7
"ag090",0,1,1,1,1,1,1,1,1,1,3,3
"ag093",0,1,1,1,1,1,1,1,1,1,4.5,4.5
"ag094",0,1,1,1,1,1,1,1,1,5,5,5
"ag095",1,1,1,1,1,1,1,1,1,1,5.5,5.5
"ag096",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,8,8,8
"ag098",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5
"ag099",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
"ag100",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag101",1,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag102",0,2,2,2,2,2,2,2,2,7.5,7.5,7.5
"ag104",2,2,2,2,2,2,2,2,2,11,11,11
"ag105",0,1,1,1,1,1,1,1,1,1,4.5,4.5
"ag106",1,1,1,1,1,1,1,1,1,3.5,3.5,3.5
"ag107",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5
"ag108",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag109",0,0,3,3,3,3,3,3,3,3,3,13.5
"ag110",1,1,1,1,1,1,1,1,1,1,4,4
"ag111",0,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag112",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5
"ag113",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag114",2,2,2,2,2,2,2,6.5,6.5,6.5,6.5,6.5
"ag117",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5
"ag118",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag119",1,1,1,1,1,1,1,1,4,4,4,4
"ag120",0,1,1,1,1,1,1,1,1,1,3,3
"ag122",1,1,1,1,1,1,1,5,5,5,5,5
"ag123",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag124",1,1,1,1,1,1,1,1,1,1,4,4
"ag125",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5
"ag126",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag127",1,1,1,1,1,1,1,3.5,3.5,3.5,3.5,3.5
"ag128",2,2,2,2,2,2,2,5,5,5,5,5
"ag129",1,1,1,1,1,1,1,1,1,5.5,5.5,5.5
"ag130",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5,3.5
"ag131",0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
"ag132",0,1,1,1,1,1,1,1,1,1,1,3.5
"ag133",0,0,1,1,1,1,1,1,1,1,5,5
"ag134",1,1,1,1,1,1,1,1,1,6.5,6.5,6.5
"ag136",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5
"ag137",2,2,2,2,2,2,2,5.5,5.5,5.5,5.5,5.5
"ag139",2,2,2,2,2,2,2,2,7,7,7,7
"ag140",0,0,0,0,0,0,0,1,1,1,1,1
"ag141",3,3,3,3,3,3,3,9,9,9,9,9
"ag142",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
"ag143",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5
"ag144",0,1,1,1,1,1,1,1,1,3,3,3
"ag145",1,1,1,1,1,1,1,1,1,7,7,7
"ag147",2,2,2,2,2,2,2,2,7,7,7,7
"ag148",0,1,1,1,1,1,1,1,1,1,5.5,5.5
"ag149",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,6,6,6,6
"ag151",0,1,1,1,1,1,1,1,1,1,1,4.5
"ag152",0,0,3,3,3,3,3,3,3,3,10.5,10.5
"ag153",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag154",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,4,4
"ag155",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
"ag156",1,1,1,1,1,1,1,5.5,5.5,5.5,5.5,5.5
"ag157",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6,6
"ag159",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6,6
"ag160",1,1,1,1,1,1,1,1,1,5.5,5.5,5.5
"ag161",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6
"ag162",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag163",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
"ag164",0,1,1,1,1,1,1,1,1,1,3,3
"ag165",0,0,0,0,0,1,1,1,1,1,1,1
"ag166",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,11,11
"ag167",1,1,1,1,1,1,1,1,1,1,4,4
"ag168",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag169",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag170",1,1,1,1,1,1,1,1,4,4,4,4
"ag171",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2
"ag172",0,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag173",1,1,1,1,1,1,1,1,1,1,4,4
"ag174",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"ag175",0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5,5
"ag176",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
"ag177",1,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag178",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag179",1,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag180",0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3
"ag181",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5
"ag182",1,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag183",0,1,1,1,1,1,1,1,1,1,1,5.5
"ag184",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag185",2,2,2,2,2,2,2,5,5,5,5,5
"ag186",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5
"ag188",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5
"ag189",1,1,1,1,1,1,1,1,4,4,4,4
"ag191",1.5,1.5,1.5,1.5,1.5,1.5,1.5,8,8,8,8,8
"ag192",0,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag193",1,1,1,1,1,1,1,1,5,5,5,5
"ag194",0,1,1,1,1,1,1,1,1,1,4,4
"ag195",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6
"ag196",0,0,1,1,1,1,1,1,1,1,1,1
"ag197",1,1,1,1,1,1,1,1,1,1,4.5,4.5
"ag198",0,0,0,0,1,1,1,1,1,3.5,3.5,3.5
"ag199",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag200",0,0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5
"ag201",1,1,1,1,1,1,1,1,1,5,5,5
"ag202",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2
"ag204",1,1,1,1,1,1,1,1,1,4,4,4
"ag205",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag206",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5.5,5.5
"ag207",2,2,2,2,2,2,2,2,6.5,6.5,6.5,6.5
"ag208",0,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag209",1,1,1,1,1,1,1,1,1,1,4.5,4.5
"ag210",1,1,1,1,1,1,1,1,1,1,3.5,3.5
"ag211",0,1,1,1,1,1,1,1,1,1,4,4
"ag212",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5
"ag213",1,1,1,1,1,1,1,1,1,1,4,4
"ag214",1,1,1,1,1,1,1,1,1,1,3,3
"ag215",0,1,1,1,1,1,1,1,1,1,1,1
"ag216",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3
"ag217",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag218",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
"ag219",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5
"ag220",0,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag222",1,1,1,1,1,1,1,1,5,5,5,5
"ag223",0,0,0,0,1,1,1,1,1,1,1,3
"ag224",0,0,0,0,0,0,2,2,2,2,2,2
"ag225",0,1,1,1,1,1,1,1,1,1,1,4.5
"ag226",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5,3.5
"ag227",0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"ag228",0,5,5,5,5,5,5,5,5,11,11,11
"ag230",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6,6,6
"ag232",0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5
"ag233",0,1,1,1,1,1,1,1,1,1,3,3
"ag235",0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5
"ag236",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.5,3.5
"ag237",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3
"ag238",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag239",1,1,1,1,1,1,1,1,1,1,3,3
"ag240",0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"ag241",1,1,1,1,1,1,1,1,1,3,3,3
"ag242",1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5,5,5
"ag243",0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5
"ag244",1,1,1,1,1,1,1,1,1,4,4,4
"ag245",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
"ag246",0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5,5,5,5
"ag247",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3
"ag248",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7.5,7.5,7.5
"ag250",0,2,2,2,2,2,2,2,2,2,4.5,4.5
"ag251",0,0,0,0,1,1,1,1,1,1,1,1
"ag253",2,2,2,2,2,2,2,8,8,8,8,8
"ag254",1,1,1,1,1,1,1,6,6,6,6,6
"ag255",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,10.5,10.5,10.5,10.5
"ag256",1,1,1,1,1,1,1,6,6,6,6,6
"ag257",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5,5,5
"ag258",0,1,1,1,1,1,1,1,1,1,1,3.5
"ag259",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"ag260",0,0,0,0,0,1,1,1,1,1,1,1
"ag261",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,2
"ag262",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,7,7
"ag263",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3
"ag264",0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.5
"ag267",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5
"ag268",0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5
"ag269",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,5
"ag270",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag271",1,1,1,1,1,1,1,1,1,4.5,4.5,4.5
"ag272",0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3,3,3
"ag273",1,1,1,1,1,1,1,1,3,3,3,3
"ag274",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5
"ag276",1,1,1,1,1,1,1,6.5,6.5,6.5,6.5,6.5
"ag277",1,1,1,1,1,1,1,3,3,3,3,3
"ag278",0,0,1,1,1,1,1,1,1,1,1,3
"ag279",1,1,1,1,1,1,1,4.5,4.5,4.5,4.5,4.5
"ag280",0,0,0,0,1,1,1,1,1,1,1,1
"ag281",0,1,1,1,1,1,1,1,1,1,1,1
"ag282",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5
"ag283",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2
"ag284",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2
"ag285",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag286",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,5.5,5.5,5.5
"ag287",1,1,1,1,1,1,1,1,1,5,5,5
"ag288",1,1,1,1,1,1,1,1,3,3,3,3
"ag289",1,1,1,1,1,1,1,1,6,6,6,6
"ag290",1,1,1,1,1,1,1,1,4.5,4.5,4.5,4.5
"ag291",1,1,1,1,1,1,1,1,1,4,4,4
"ag292",0,0,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5
"ag293",2,2,2,2,2,2,2,2,7.5,7.5,7.5,7.5
"ag294",1.5,1.5,1.5,1.5,1.5,1.5,1.5,6.5,6.5,6.5,6.5,6.5
"ag295",0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,3
"ag296",0,1,1,1,1,1,1,1,1,1,2.5,2.5
"ag297",1,1,1,1,1,1,1,1,1,1,4.5,4.5
"ag298",0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.5,2.5,2.5,2.5,2.5
"ag299",2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,7,7,7,7
